Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Function,"AdvancedPageProc",,,,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,1,14,1,9,0,0,0,2,3,5,8,0,0,8,3,2,3,1,4,,,,,0,,1,0,,0.00,,,,
Class,"AnonymousDerivedProtectedOnDerived",0,1,0,0,5,0,1,1,1,1,1,0,1,0,1,0,0,,0,0,,,,,1,0,0,0,0,1,1,0,0,0,1,0,,5,0,5,2,0,0,0,0,,,,1,1,0,0,,,,,,1,1,1,1,,1,,,0,0.00,1,1,1,1
Protected Function,"AnonymousDerivedProtectedOnDerived::~AnonymousDerivedProtectedOnDerived",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"AnonymousDerivedProtectedToPublicInImpl",0,1,0,0,6,0,1,1,1,1,1,0,1,0,1,0,0,,0,0,,,,,2,0,0,0,0,2,2,0,0,0,0,2,,6,0,6,3,0,0,0,0,,,,2,2,0,0,,,,,,1,1,1,1,,1,,,0,0.00,2,2,2,2
Public Function,"AnonymousDerivedProtectedToPublicInImpl::AnonymousDerivedProtectedToPublicInImpl",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"AnonymousDerivedProtectedToPublicInImpl::~AnonymousDerivedProtectedToPublicInImpl",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"BMPtoUTF8",,,,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,1,11,3,8,0,0,0,5,3,5,7,1,0,6,3,3,3,3,2,,,,,2,,1,2,,0.00,,,,
Class,"Baz",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,4,2,0,0,0,0,,,,1,1,0,0,,,,,,0,0,0,0,,0,,,0,0.00,0,0,0,0
Public Function,"CLogFile::CLogFile",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,3,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CLogFile::close",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,8,1,3,0,0,0,1,2,2,3,0,0,3,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"CLogFile::create",,,,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,2,8,1,5,0,0,0,4,2,4,5,0,0,5,2,2,3,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"CLogFile::flush",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CLogFile::write",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,1,0,0,0,4,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CLogFile::~CLogFile",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"CMeasurePageLoadTimeBHO::ErrorExit",,,,3,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,3,15,1,8,2,0,0,6,4,6,8,0,0,8,3,3,5,1,0,,,,,0,,1,0,,0.13,,,,
Public Function,"CMeasurePageLoadTimeBHO::OnDocumentComplete",,,,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,7,1,2,2,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.29,,,,
Public Function,"CMeasurePageLoadTimeBHO::ProcessPageTimeRequests",,,,34,114,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,185,34,114,27,78,40,0,0,32,7264,61,77,19,0,58,18,18,19,9,8,,,,,8,,5,7,,0.35,,,,
Public Function,"CMeasurePageLoadTimeBHO::SetSite",,,,5,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,44,5,29,3,16,10,0,0,14,5,11,15,2,0,13,5,5,5,1,1,,,,,0,,3,0,,0.34,,,,
Class,"CMeasurePageLoadTimeModule",0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,,6,0,0,0,0,6,6,0,0,0,0,1,,6,0,6,3,0,0,0,0,,,,2,2,0,0,,,,,,0,0,0,0,,1,,,0,0.00,0,0,0,0
Private Function,"ChromeClassTester::BuildBannedLists",,,,15,37,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,76,15,37,1,35,24,0,0,2,2,34,35,0,0,35,2,2,2,1,0,,,,,0,,1,0,,0.65,,,,
Public Function,"ChromeClassTester::CheckTag",,,,6,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,6,20,3,17,11,0,0,12,7,8,14,2,0,12,7,7,10,7,10,,,,,10,,2,10,,0.55,,,,
Public Function,"ChromeClassTester::ChromeClassTester",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,5,1,0,0,0,6,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ChromeClassTester::GetFilename",,,,1,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,1,11,5,7,2,0,0,7,2,6,7,3,0,4,2,2,2,1,1,,,,,0,,1,0,,0.18,,,,
Public Function,"ChromeClassTester::GetNamespace",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,3,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ChromeClassTester::GetNamespaceImpl",,,,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,0,22,4,14,0,0,0,7,4,8,12,2,0,10,4,3,4,1,4,,,,,0,,2,0,,0.00,,,,
Public Function,"ChromeClassTester::HandleTagDeclDefinition",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ChromeClassTester::HandleTopLevelDecl",,,,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,6,2,4,1,0,0,4,2,5,6,1,0,5,2,2,2,1,0,,,,,0,,1,0,,0.17,,,,
Public Function,"ChromeClassTester::InBannedDirectory",,,,6,29,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,49,6,29,7,20,14,0,0,9,15,14,22,5,0,17,9,9,10,7,7,,,,,7,,3,7,,0.48,,,,
Public Function,"ChromeClassTester::InBannedNamespace",,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,1,8,2,5,0,0,0,6,2,3,4,1,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"ChromeClassTester::InImplementationFile",,,,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,2,10,2,6,0,0,0,3,3,4,6,1,0,5,3,3,5,3,2,,,,,2,,1,2,,0.00,,,,
Private Function,"ChromeClassTester::IsIgnoredType",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,0,0,3,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ChromeClassTester::emitWarning",,,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,0,13,6,8,0,0,0,7,1,7,7,4,0,3,2,2,2,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"ChromeClassTester::~ChromeClassTester",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CommentInfo::CommentInfo",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,3,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CommentInfo::setComment",,,,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,9,2,5,1,0,0,4,2,4,5,0,0,5,2,2,3,1,0,,,,,0,,1,0,,0.11,,,,
Public Function,"CommentInfo::~CommentInfo",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Class,"ConcreteVirtualMethodsInHeaders",0,1,0,0,4,0,1,1,1,1,1,0,1,0,1,0,0,,0,0,,,,,1,0,0,0,0,1,2,0,0,0,0,1,,4,0,4,2,0,0,0,0,,,,1,1,0,0,,,,,,1,1,1,1,,1,,,0,0.00,1,1,1,1
Public Virtual Function,"ConcreteVirtualMethodsInHeaders::MethodIsAbstract",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"ConcreteVirtualMethodsInImplementation",0,1,0,0,5,0,1,1,1,1,1,0,1,0,1,0,0,,0,0,,,,,1,0,0,0,0,1,5,0,0,0,0,1,,5,0,5,2,0,0,0,0,,,,1,1,0,0,,,,,,1,1,1,1,,1,,,0,0.00,1,1,1,1
Public Virtual Function,"ConcreteVirtualMethodsInImplementation::MethodIsAbstract",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"ConstructorCallback",0,6,0,3,19,0,1,1,1,1,7,0,6,0,1,3,0,,0,0,,,,,2,1,1,0,0,2,2,0,0,0,0,2,,22,3,19,10,9,0,0,0,,,,9,5,0,4,,,,,,2,2,2,1,,1,,,0,0.00,3,3,3,2
Class,"ConstructorCallback",0,6,0,3,18,0,1,1,1,1,6,0,6,0,1,4,0,,0,0,,,,,2,1,1,0,0,2,2,0,0,0,0,2,,21,3,18,11,8,0,0,0,,,,9,6,0,3,,,,,,2,2,2,1,,1,,,0,0.00,3,3,3,2
Public Function,"ConstructorCallback::ConstructorCallback",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ConstructorCallback::ConstructorCallback",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"ConstructorCallback::run",,,,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,1,10,6,8,0,0,0,6,2,5,6,3,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Virtual Function,"ConstructorCallback::run",,,,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,1,11,5,9,0,0,0,7,2,5,6,2,0,4,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
File,"D:\6611\chromium\31\src\chrome\third_party\mozilla_security_manager\nsNSSCertHelper.cpp",2,29,1,87,902,79,7,4,7,2,32,2,29,1,,,,0,,,,,,29,,,,,,,,,,,,,,1065,87,884,179,717,79,0,18,,,486,707,135,0,572,,,,,,76,24,76,13,,,5,,,0.09,210,121,216,58
File,"D:\6611\chromium\31\src\chrome\third_party\mozilla_security_manager\nsNSSCertificate.cpp",0,12,1,7,30,42,4,4,4,1,13,0,12,1,,,,0,,,,,,2,,,,,,,,,,,,,,78,7,26,7,15,42,0,4,,,11,19,6,0,13,,,,,,5,5,5,1,,,2,,,1.62,7,7,7,2
File,"D:\6611\chromium\31\src\chrome\third_party\mozilla_security_manager\nsUsageArrayHelper.cpp",0,26,1,5,31,38,4,4,4,1,27,0,26,1,,,,0,,,,,,1,,,,,,,,,,,,,,73,5,28,19,19,38,0,3,,,7,12,7,0,5,,,,,,4,4,4,1,,,3,,,1.36,4,4,4,1
File,"D:\6611\chromium\31\src\net\third_party\mozilla_security_manager\nsKeygenHandler.cpp",18,129,25,29,172,73,18,18,20,9,165,18,129,25,,,,0,,,,,,1,,,,,,,,,,,,,,261,29,161,53,122,73,0,11,,,75,95,22,0,73,,,,,,18,18,20,9,,,2,,,0.45,18,18,20,9
File,"D:\6611\chromium\31\src\net\third_party\mozilla_security_manager\nsNSSCertificateDB.cpp",7,53,13,30,176,85,10,10,11,7,73,7,53,13,,,,0,,,,,,3,,,,,,,,,,,,,,287,30,162,56,129,85,0,14,,,66,98,19,0,79,,,,,,13,13,15,12,,,2,,,0.52,31,31,34,21
File,"D:\6611\chromium\31\src\net\third_party\mozilla_security_manager\nsPKCS12Blob.cpp",3,30,6,50,318,124,6,5,7,3,38,3,29,6,,,,1,,,,,,9,,,,,,,,,,,,,,486,50,299,84,193,124,5,14,,,153,238,83,1,154,,,,,,30,21,30,15,,,4,,,0.41,55,46,60,33
File,"D:\6611\chromium\31\src\sandbox\win\src\sidestep\ia32_modrm_map.cpp",0,0,0,6,72,79,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,92,6,70,70,68,79,0,2,,,2,4,4,0,0,,,,,,0,0,0,0,,,0,,,1.13,0,0,0,0
File,"D:\6611\chromium\31\src\sandbox\win\src\sidestep\ia32_opcode_map.cpp",0,0,0,36,1100,1069,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,1159,36,1099,1099,1097,1069,0,1,,,26,28,28,0,0,,,,,,0,0,0,0,,,0,,,0.97,0,0,0,0
File,"D:\6611\chromium\31\src\sandbox\win\src\sidestep\mini_disassembler.cpp",4,29,14,51,265,127,8,4,9,2,41,4,29,14,,,,0,,,,,,9,,,,,,,,,,,,,,395,51,261,39,212,127,1,4,,,128,210,25,0,185,,,,,,41,11,41,7,,,3,,,0.49,76,37,81,22
File,"D:\6611\chromium\31\src\sandbox\win\src\sidestep\preamble_patcher_with_stub.cpp",5,26,17,28,88,65,4,4,5,3,48,5,24,17,,,,0,,,,,,3,,,,,,,,,,,,,,179,28,75,28,53,65,0,13,,,35,51,17,0,34,,,,,,9,9,11,7,,,2,,,0.87,13,13,15,9
File,"D:\6611\chromium\31\src\skia\ext\SkMemory_new_handler.cpp",0,9,0,11,58,8,2,2,2,1,9,0,7,0,,,,0,,,,,,6,,,,,,,,,,,,,,77,11,44,10,23,7,3,12,,,19,31,10,0,21,,,,,,4,4,4,1,,,2,,,0.16,12,12,12,6
File,"D:\6611\chromium\31\src\skia\ext\SkTypeface_fake.cpp",0,3,0,6,10,5,1,1,1,1,3,0,3,0,,,,0,,,,,,3,,,,,,,,,,,,,,21,6,9,3,2,5,0,1,,,2,5,3,0,2,,,,,,1,1,1,1,,,0,,,0.56,3,3,3,3
File,"D:\6611\chromium\31\src\third_party\jsoncpp\overrides\src\lib_json\json_value.cpp",0,13,0,223,1597,127,3,2,3,1,14,0,11,0,,,,0,,,,,,106,,,,,,,,,,,,,,1924,214,1178,339,591,115,317,146,,,366,667,153,2,512,,,,,,13,9,36,10,,,4,,,0.10,292,209,359,149
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\common\epmanager.cpp",1,11,0,65,272,43,3,3,3,1,12,1,11,0,,,,0,,,,,,25,,,,,,,,,,,,,,378,65,269,68,148,43,0,3,,,131,195,60,2,133,,,,,,8,8,9,5,,,5,,,0.16,64,64,77,38
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\common\format.cpp",4,65,2,78,931,88,14,5,15,1,70,4,64,2,,,,0,,,,,,14,,,,,,,,,,,,,,1097,78,902,66,713,85,13,21,,,497,701,59,0,642,,,,,,84,19,89,6,,,3,,,0.09,199,70,208,21
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\common\logfile.cpp",0,6,0,10,37,36,2,2,2,1,6,0,6,0,,,,0,,,,,,6,,,,,,,,,,,,,,83,10,34,8,13,36,0,3,,,10,19,6,0,13,,,,,,2,2,3,1,,,1,,,1.06,9,9,10,6
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\common\logger.cpp",3,16,0,83,295,37,4,4,4,1,20,3,16,0,,,,0,,,,,,18,,,,,,,,,,,,,,415,83,289,41,204,37,0,6,,,173,251,32,0,219,,,,,,24,24,24,4,,,2,,,0.13,78,78,80,23
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\common\np_entry.cpp",5,40,7,24,129,59,5,5,5,2,52,5,40,7,,,,0,,,,,,3,,,,,,,,,,,,,,211,24,124,6,101,59,0,5,,,89,105,6,0,99,,,,,,7,7,7,4,,,2,,,0.48,16,16,16,8
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\common\npn_gate.cpp",3,9,0,180,420,36,3,3,3,1,12,3,9,0,,,,0,,,,,,44,,,,,,,,,,,,,,636,171,393,84,258,36,29,7,,,177,300,84,0,216,,,,,,4,4,4,1,,,1,,,0.09,123,123,123,44
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\common\npp_gate.cpp",5,18,1,95,265,45,5,5,5,3,24,5,18,1,,,,0,,,,,,14,,,,,,,,,,,,,,405,95,261,45,198,45,0,4,,,145,217,35,0,182,,,,,,12,12,12,8,,,2,,,0.17,72,72,73,43
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\common\plugload.cpp",13,41,3,46,126,45,2,2,2,1,57,4,6,0,,,,0,,,,,,3,,,,,,,,,,,,,,217,17,18,4,8,36,125,21,,,7,12,4,0,8,,,,,,2,2,3,1,,,1,,,2.00,5,5,6,3
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\common\profile.cpp",0,3,0,4,8,36,1,1,1,1,3,0,3,0,,,,0,,,,,,2,,,,,,,,,,,,,,48,4,6,2,0,36,0,2,,,0,2,2,0,0,,,,,,1,1,1,1,,,0,,,6.00,2,2,2,2
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\common\utils.cpp",0,10,0,11,78,39,1,1,1,1,10,0,4,0,,,,0,,,,,,8,,,,,,,,,,,,,,127,11,33,8,7,39,18,27,,,6,15,8,0,7,,,,,,2,2,2,1,,,1,,,1.18,9,9,9,8
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\windows\dirpick.cpp",5,41,3,68,463,85,7,6,8,3,47,5,41,3,,,,0,,,,,,11,,,,,,,,,,,,,,605,68,453,92,320,85,0,10,,,270,351,89,3,259,,,,,,16,15,20,11,,,3,,,0.19,79,67,90,36
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\windows\gui_advanced.cpp",1,12,0,12,52,36,3,3,3,1,13,1,12,0,,,,0,,,,,,4,,,,,,,,,,,,,,100,12,47,6,27,36,0,5,,,17,30,6,0,24,,,,,,4,4,4,1,,,1,,,0.77,12,10,12,4
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\windows\gui_fiter.cpp",2,16,1,17,86,39,4,3,4,1,18,2,16,1,,,,0,,,,,,5,,,,,,,,,,,,,,141,17,81,14,49,39,0,5,,,39,62,14,0,48,,,,,,6,6,6,4,,,2,,,0.48,21,17,21,8
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\windows\gui_general.cpp",1,12,0,12,52,36,3,3,3,1,13,1,12,0,,,,0,,,,,,4,,,,,,,,,,,,,,100,12,47,6,27,36,0,5,,,17,30,6,0,24,,,,,,4,4,4,1,,,1,,,0.77,12,10,12,4
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\windows\gui_log.cpp",2,17,0,21,109,37,4,3,4,1,19,2,17,0,,,,0,,,,,,6,,,,,,,,,,,,,,167,21,103,13,66,37,0,6,,,48,72,13,0,59,,,,,,6,6,6,4,,,2,,,0.36,24,20,24,9
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\windows\gui_main.cpp",4,31,0,41,226,38,4,4,5,2,35,4,31,0,,,,0,,,,,,7,,,,,,,,,,,,,,305,41,221,51,170,38,0,5,,,151,181,51,0,130,,,,,,8,8,8,6,,,3,,,0.17,31,25,32,14
File,"D:\6611\chromium\31\src\third_party\npapi\npspy\windows\gui_pause.cpp",0,12,0,6,39,36,3,2,3,2,12,0,12,0,,,,0,,,,,,3,,,,,,,,,,,,,,81,6,36,3,23,36,0,3,,,14,24,3,0,21,,,,,,4,2,4,4,,,1,,,1.00,8,5,8,6
